#Name,Association,Age (Myr),P (d), Rp (R_Earth),Rp_err (R_Earth),sma (AU),sma_err (AU),Iflux (Earth flux),Iflux_err (Earth flux),Mstar,Mstar_err,Rstar,Rstar_err,Teff,Teff_err
Kepler-79 e,,,81.0659,3.412603,0.131676,0.386,0.005,14.848183,1.120321,1.17,0.04,1.3,0.03,6174.0,117.0
Kepler-854 b,,,2.144633,16.371716,6.627692,0.034298,0.001661,1800.68648,1462.375742,1.17,0.17,1.27,0.51,6179.0,142.15
Kepler-909 b,,,13.932903,1.437463,0.153622,0.119416,0.001361,137.092338,29.666139,1.17,0.04,1.23,0.13,6154.0,62.02
WASP-171 b,,,3.818624,10.75354,0.76811,0.0504,0.00083,1207.711288,160.348261,1.17,0.06,1.64,0.09,5965.0,100.0
HAT-P-42 b,,,4.641878,14.04544,1.678869,0.0575,0.0011,693.900416,131.965315,1.18,0.07,1.53,0.14,5743.0,50.0
K2-164 b,,,17.355066,3.18217,0.504758,0.138638,0.003525,255.146129,73.595268,1.18,0.09,2.2,0.31,5791.0,50.0
Kepler-1224 b,,,13.323516,1.305787,0.120703,0.116237,0.001313,142.441919,24.322098,1.18,0.04,1.22,0.1,6155.0,64.75
Kepler-1293 b,,,5.576548,0.954651,0.406001,0.065039,0.003307,529.395789,459.780541,1.18,0.18,1.28,0.55,6241.0,114.93
Kepler-1323 b,,,0.929907,1.492328,0.318217,0.019704,0.000612,6587.091833,2870.135231,1.18,0.11,1.4,0.3,6169.0,74.24
Kepler-1396 b,,,18.220642,2.030005,0.76811,0.14321,0.006877,104.35634,77.234925,1.18,0.17,1.27,0.46,6195.0,189.71
Kepler-1475 b,,,82.177374,2.863953,0.965624,0.390931,0.016565,14.401232,9.914764,1.18,0.15,1.28,0.43,6214.0,203.22
Kepler-1496 b,,,64.658802,2.172654,0.888813,0.333184,0.016,19.118375,15.858629,1.18,0.17,1.27,0.52,6182.0,206.6
Kepler-1589 b,,,0.991665,1.064381,0.427947,0.020567,0.000988,4810.368628,3911.964156,1.18,0.17,1.25,0.5,6166.0,232.41
Kepler-1592 b,,,3.057101,1.503301,0.680326,0.043565,0.002461,1158.893211,1053.737822,1.18,0.2,1.28,0.57,6213.0,246.35
Kepler-1609 b,,,114.34219,2.172654,0.87784,0.487232,0.022022,8.654429,7.012694,1.18,0.16,1.27,0.51,6132.0,146.65
Kepler-535 b,,,4.903322,2.315303,0.318217,0.059693,0.001012,573.202888,166.020848,1.18,0.06,1.27,0.18,6123.0,74.81
Kepler-703 b,,,4.583522,8.032236,3.632063,0.057069,0.003224,652.927434,596.582069,1.18,0.2,1.27,0.57,6185.0,248.39
Kepler-718 b,,,2.05235,16.207121,6.825206,0.033402,0.00217,2004.898713,1761.899736,1.18,0.23,1.3,0.55,6191.0,307.31
Kepler-74 b,,,7.340711,10.53408,0.21946,0.0781,0.0007,240.122961,23.853068,1.18,0.04,1.12,0.04,6000.0,100.0
Kepler-873 b,,,20.553384,3.675955,1.602058,0.155187,0.007452,87.048784,73.339646,1.18,0.17,1.27,0.53,6163.0,135.88
WASP-15 b,,,3.7521,15.47193,3.95028,0.04994,0.01312,1246.476643,919.184589,1.18,0.93,1.48,0.38,6300.0,100.0
WASP-97 b,,,2.07276,12.50922,0.65838,0.033623,0.002279,940.581193,177.86967,1.18,0.24,1.08,0.06,5640.0,100.0
HATS-51 b,,,3.34887,15.47193,2.08487,0.04639,0.00077,954.239943,243.70596,1.19,0.06,1.44,0.18,5758.0,58.0
K2-232 b,,,11.168454,10.973,0.241406,0.10356,0.00081,162.127458,8.812774,1.19,0.03,1.16,0.02,6154.0,60.0
K2-238 b,,,3.20466,14.2649,1.64595,0.046,0.007,1081.451071,399.117595,1.19,0.08,1.59,0.16,5630.0,78.0
K2-290 b,,,9.21165,2.995629,0.153622,0.0923,0.0066,380.328437,71.000125,1.19,0.08,1.51,0.07,6302.0,120.0
K2-290 c,,,48.36685,11.038838,0.54865,0.305,0.017,34.830726,5.704608,1.19,0.08,1.51,0.07,6302.0,120.0
Kepler-1159 b,,,22.708168,2.315303,1.009516,0.166319,0.00792,79.71775,70.572987,1.19,0.17,1.28,0.56,6217.0,196.66
Kepler-1249 b,,,24.334713,2.326276,0.954651,0.174169,0.008294,71.994576,59.221974,1.19,0.17,1.28,0.52,6202.0,201.72
Kepler-1370 b,,,20.264168,1.799572,0.647407,0.15416,0.006477,93.33743,67.383479,1.19,0.15,1.29,0.46,6202.0,131.46
Kepler-1370 c,,,7.441421,1.239949,0.54865,0.079054,0.003322,354.938446,256.242189,1.19,0.15,1.29,0.46,6202.0,131.46
Kepler-1443 b,,,2.418113,0.954651,0.21946,0.037366,0.000523,1628.118712,322.793875,1.19,0.05,1.27,0.12,6289.0,83.36
Kepler-1510 b,,,84.703921,3.2919,1.20703,0.400027,0.016808,13.630227,9.986499,1.19,0.15,1.28,0.46,6200.0,224.25
Kepler-25 b,,,6.238297,2.688385,0.032919,0.070285,0.001181,483.703368,32.814351,1.19,0.06,1.31,0.02,6270.0,79.0
Kepler-25 c,,,12.7207,5.102445,0.065838,0.113021,0.0019,187.062109,12.690261,1.19,0.06,1.31,0.02,6270.0,79.0
Kepler-506 b,,,6.883406,2.677412,0.054865,0.075051,0.000631,342.532378,18.077995,1.19,0.03,1.19,0.02,6236.0,58.08
Kepler-769 b,,,7.42609,2.863953,1.272868,0.078945,0.003759,346.817028,301.225123,1.19,0.17,1.28,0.55,6186.0,184.13
Kepler-769 c,,,15.987017,1.75568,0.746164,0.131623,0.006268,124.764422,108.363129,1.19,0.17,1.28,0.55,6186.0,184.13
Kepler-794 b,,,11.131251,2.062924,0.504758,0.103399,0.003186,186.54109,93.121329,1.19,0.11,1.38,0.34,5839.0,74.39
Kepler-798 b,,,13.719334,2.337249,1.020489,0.118862,0.005993,159.24586,139.769533,1.19,0.18,1.29,0.56,6224.0,142.87
Kepler-805 b,,,30.863893,2.831034,0.241406,0.204074,0.004001,82.190461,7.408166,1.19,0.07,1.65,0.06,6112.0,66.37
Kepler-852 b,,,44.93098,2.490871,0.43892,0.26213,0.002937,24.428411,2.570444,1.19,0.04,1.16,0.05,6100.0,85.43
Kepler-887 b,,,20.422288,1.799572,0.263352,0.154961,0.00217,91.899423,27.441951,1.19,0.05,1.29,0.19,6194.0,62.11
Kepler-887 c,,,7.63846,1.108273,0.164595,0.080443,0.001127,341.018193,101.830941,1.19,0.05,1.29,0.19,6194.0,62.11
WASP-166 b,,,5.44354,6.91299,0.32919,0.0641,0.0011,437.239925,47.788537,1.19,0.06,1.22,0.06,6050.0,50.0
WASP-60 b,,,4.305,9.65624,1.31676,0.054887,0.009378,496.062787,214.587478,1.19,0.61,1.17,0.15,5900.0,100.0
WASP-92 b,,,2.174674,16.031553,0.844921,0.0348,0.00036,2077.707436,248.368067,1.19,0.04,1.34,0.06,6280.0,120.0
HATS-55 b,,,4.2042,13.727223,0.285298,0.05412,0.00018,585.6269,17.343218,1.2,0.01,1.13,0.01,6214.0,36.0
K2-97 b,,,8.406726,10.391431,0.932705,0.086,0.0011,1204.970346,126.2213,1.2,0.05,4.47,0.18,4717.0,73.0
K2-98 b,,,10.136448,5.091472,0.186541,0.0974,0.0009,339.68766,25.785371,1.2,0.03,1.57,0.04,6172.0,82.0
KELT-4 A b,,,2.989593,18.643127,0.504758,0.04317,0.00079,1835.767442,144.272037,1.2,0.07,1.6,0.04,6206.0,75.0
KOI-351 b,,,7.008151,1.283841,0.164595,0.074,0.016,323.748735,159.931413,1.2,0.1,1.2,0.1,6080.0,260.0
KOI-351 c,,,8.719375,1.163138,0.131676,0.089,0.012,223.816194,80.621958,1.2,0.1,1.2,0.1,6080.0,260.0
KOI-351 d,,,59.73667,2.809088,0.296271,0.32,0.05,17.312969,6.80937,1.2,0.1,1.2,0.1,6080.0,260.0
KOI-351 e,,,91.93913,2.600601,0.285298,0.42,0.06,10.050159,3.742513,1.2,0.1,1.2,0.1,6080.0,260.0
KOI-351 f,,,124.9144,2.820061,0.504758,0.48,0.09,7.694653,3.420979,1.2,0.1,1.2,0.1,6080.0,260.0
KOI-351 g,,,210.60697,7.933479,0.779083,0.71,0.08,3.516858,1.154796,1.2,0.1,1.2,0.1,6080.0,260.0
KOI-351 h,,,331.60059,11.060784,0.976597,1.01,0.11,1.737916,0.561761,1.2,0.1,1.2,0.1,6080.0,260.0
Kepler-1072 b,,,1.569066,1.547193,0.702272,0.028084,0.001482,2939.076143,2696.900884,1.2,0.19,1.32,0.6,6199.0,123.19
Kepler-1280 b,,,66.557906,1.832491,0.812002,0.341584,0.017079,20.228423,18.264351,1.2,0.18,1.32,0.59,6227.0,156.51
Kepler-1285 b,,,14.796746,0.954651,0.098757,0.125355,0.001741,136.135234,26.47695,1.2,0.05,1.28,0.12,6170.0,67.21
Kepler-1288 b,,,2.761224,1.0973,0.460866,0.040935,0.001819,1264.981008,1067.476169,1.2,0.16,1.29,0.54,6132.0,135.79
Kepler-1501 b,,,14.556453,1.525247,0.669353,0.123994,0.005855,149.090795,125.115068,1.2,0.17,1.3,0.54,6229.0,123.73
Kepler-1633 b,,,186.404271,1.547193,0.636434,0.678686,0.032049,5.220257,4.317995,1.2,0.17,1.32,0.54,6256.0,119.67
Kepler-434 b,,,12.87471,12.39949,2.85298,0.1143,0.003,167.607499,34.46947,1.2,0.09,1.38,0.13,5977.0,95.0
Kepler-76 b,,,1.54493,14.92328,1.31676,0.0274,0.002,3527.788445,701.308124,1.2,0.2,1.32,0.08,6409.0,95.0
Kepler-90 i,,,14.44912,1.294814,0.208487,0.123384,0.003427,116.453669,28.554478,1.2,0.1,1.2,0.1,6080.0,260.0
WASP-87 b,,,1.682795,15.197605,0.65838,0.02946,0.00075,4773.569969,555.674477,1.2,0.09,1.63,0.06,6450.0,120.0
WTS-1 b,,,3.352057,16.34977,1.97514,0.047,0.001,823.028254,181.141995,1.2,0.1,1.15,0.12,6250.0,200.0
CoRoT-19 b,,,3.89713,14.15517,0.32919,0.0518,0.0008,1257.396508,92.559557,1.21,0.05,1.65,0.04,6090.0,70.0
HAT-P-65 b,,,2.605455,20.73897,1.42649,0.03951,0.00054,2314.568194,269.242355,1.21,0.05,1.86,0.1,5835.0,51.0
HATS-3 b,,,3.547851,15.153713,0.384055,0.0485,0.0006,1221.337679,81.014508,1.21,0.04,1.4,0.03,6351.0,76.0
HD 221416 b,,,14.2767,9.173428,0.340163,0.1228,0.0026,343.912124,31.41826,1.21,0.07,2.94,0.06,5080.0,90.0
K2-177 b,,,14.155185,2.073897,0.274325,0.122042,0.001009,119.672885,18.341985,1.21,0.04,1.21,0.09,6063.0,50.0
K2-258 b,,,19.0921,2.940764,0.208487,0.149,0.0026,113.300862,15.524755,1.21,0.08,1.31,0.03,6351.0,228.0
K2-61 b,,,2.57302,2.425033,0.76811,0.0392,0.0024,1700.71413,1108.324032,1.21,0.22,1.36,0.41,6293.0,338.0
KELT-16 b,,,0.968995,15.526795,0.921732,0.02044,0.00026,6031.636633,589.025624,1.21,0.05,1.36,0.06,6236.0,54.0
Kepler-1070 b,,,6.221615,1.689842,0.790056,0.070551,0.003887,484.634144,452.473921,1.21,0.2,1.32,0.61,6261.0,114.36
Kepler-1100 b,,,6.422001,1.711788,0.801029,0.072058,0.00397,474.493915,450.914037,1.21,0.2,1.34,0.63,6247.0,164.45
Kepler-1279 b,,,23.47741,1.711788,0.866867,0.171001,0.00895,81.628031,76.754387,1.21,0.19,1.33,0.62,6221.0,110.44
Kepler-1408 b,,,2.997932,0.866867,67.462004,0.043362,0.011946,1265.536437,195981.292508,1.21,1.0,1.35,104.53,6170.0,2360.24
Kepler-1435 b,,,4.453433,0.844921,0.120703,0.056454,0.000933,803.869759,224.06131,1.21,0.06,1.32,0.18,6356.0,74.81
Kepler-1514 b,,,217.831763,11.576515,0.592542,0.755058,0.00832,3.591299,0.40809,1.21,0.04,1.22,0.06,6251.0,87.8
Kepler-1527 b,,,160.129918,4.674498,1.909302,0.615009,0.028802,6.22814,4.961775,1.21,0.17,1.32,0.52,6224.0,166.75
Kepler-1603 b,,,2.271639,1.261895,0.460866,0.036041,0.001489,1805.797224,1338.548138,1.21,0.15,1.31,0.48,6241.0,168.54
Kepler-1616 b,,,6.762844,0.998543,0.460866,0.074585,0.003904,448.291839,418.339047,1.21,0.19,1.34,0.62,6266.0,93.46
Kepler-31 b,,,20.8613,5.387743,1.075354,0.15805,0.007402,86.732863,36.745692,1.21,0.17,1.22,0.24,6340.0,200.0
Kepler-31 c,,,42.6318,5.190229,1.075354,0.25452,0.01192,33.444698,14.169353,1.21,0.17,1.22,0.24,6340.0,200.0
Kepler-31 d,,,87.6451,3.818604,0.779083,0.411514,0.019272,12.793872,5.420318,1.21,0.17,1.22,0.24,6340.0,200.0
Kepler-410 A b,,,17.833648,2.776169,0.054865,0.1226,0.0047,169.154072,20.062762,1.21,0.03,1.35,0.01,6273.0,140.0
Kepler-464 b,,,7.256965,3.226062,0.153622,0.078175,0.001508,461.792704,49.163185,1.21,0.08,1.59,0.07,5933.0,67.87
Kepler-596 b,,,21.300227,3.390657,1.591085,0.160259,0.008388,94.283673,89.361924,1.21,0.19,1.32,0.62,6267.0,109.7
Kepler-6 b,,,3.2347,14.308792,0.362109,0.04852,0.00133,751.889253,39.285201,1.21,0.04,1.39,0.03,5647.0,44.0
Kepler-8 b,,,3.522499,15.537768,0.680326,0.0474,0.0021,1326.526646,185.707581,1.21,0.07,1.49,0.06,6213.0,150.0
Kepler-885 b,,,18.114729,2.446979,0.395028,0.143854,0.002774,116.262862,36.838692,1.21,0.07,1.35,0.21,6187.0,71.23
Kepler-915 b,,,4.594896,1.470382,0.318217,0.057643,0.001429,749.786888,329.88206,1.21,0.09,1.38,0.3,6173.0,70.33
WASP-175 b,,,3.065291,13.255384,0.888813,0.04403,0.00055,1007.472395,122.348026,1.21,0.04,1.2,0.06,6229.0,100.0
WASP-99 b,,,5.75251,11.19246,0.65838,0.066958,0.005165,773.167867,154.780235,1.21,0.28,1.64,0.09,6150.0,100.0
HAT-P-13 b,,,2.91625,13.957656,0.713245,0.042688,0.000583,1228.696562,152.087788,1.22,0.1,1.56,0.08,5653.0,90.0
HAT-P-16 b,,,2.77596,14.144197,0.724218,0.0413,0.0004,1167.875951,114.304036,1.22,0.04,1.24,0.05,6158.0,80.0
Kepler-1002 b,,,4.336429,1.678869,0.054865,0.055613,0.00076,1023.152278,77.582722,1.22,0.05,1.57,0.05,6144.0,61.08
Kepler-1054 b,,,4.306557,2.578655,1.130219,0.055358,0.002723,784.576251,685.676231,1.22,0.18,1.34,0.58,6209.0,147.02
Kepler-1163 b,,,6.117869,1.009516,0.164595,0.069956,0.001338,529.208417,182.958384,1.22,0.07,1.35,0.23,6302.0,69.67
Kepler-1373 b,,,1.291233,1.130219,0.526704,0.024799,0.001355,4079.712057,3854.813986,1.22,0.2,1.33,0.62,6299.0,170.73
Kepler-1602 b,,,11.179316,1.31676,0.570596,0.104561,0.005714,239.494506,208.591436,1.22,0.2,1.36,0.58,6296.0,217.69
Kepler-1647 b,,,1107.5923,11.620407,0.131676,2.7205,0.007,0.580056,0.038038,1.22,0.01,1.79,0.01,6210.0,100.0
Kepler-4 b,,,3.21346,3.917361,0.208487,0.0456,0.0009,1131.979229,148.038186,1.22,0.09,1.49,0.08,5857.0,120.0
Kepler-839 b,,,37.814451,2.512817,0.406001,0.235611,0.003862,37.51127,12.282655,1.22,0.06,1.31,0.21,6058.0,87.66
Kepler-997 b,,,2.707307,1.327733,0.318217,0.040624,0.001665,1900.548186,918.165863,1.22,0.15,1.56,0.37,6150.0,62.57
WASP-103 b,,,0.925542,16.766744,0.801029,0.01985,0.00021,6607.90078,842.138316,1.22,0.04,1.44,0.05,6110.0,160.0
WASP-138 b,,,3.634433,11.96057,0.54865,0.0494,0.0007,1056.678395,105.446618,1.22,0.05,1.36,0.05,6272.0,96.0
HD 209458 b,,,3.524749,15.25247,0.21946,0.048569,0.001185,744.434422,44.370578,1.23,0.09,1.19,0.02,6091.0,10.0
K2-237 b,,,2.180558,18.017666,0.54865,0.0353,0.0012,1905.188739,218.787567,1.23,0.05,1.38,0.04,6099.0,110.0
Kepler-1209 b,,,25.369116,1.481355,0.318217,0.181055,0.004416,77.839454,33.12792,1.23,0.09,1.38,0.29,6210.0,71.25
Kepler-1275 b,,,3.656911,1.448436,0.636434,0.049776,0.002833,1056.817028,950.034186,1.23,0.21,1.36,0.6,6296.0,214.87
Kepler-1571 b,,,3.385555,1.492328,0.669353,0.047282,0.003203,1224.259688,1135.703891,1.23,0.25,1.39,0.62,6297.0,339.05
Kepler-465 b,,,9.940672,2.885899,0.241406,0.09695,0.001051,252.866613,44.642993,1.23,0.04,1.29,0.11,6310.0,63.38
Kepler-820 b,,,127.83381,5.958339,2.622547,0.532153,0.027401,9.036422,7.919417,1.23,0.19,1.36,0.59,6260.0,147.98
Kepler-849 b,,,394.62449,6.989801,1.459409,1.128225,0.045863,2.565636,1.092743,1.23,0.15,1.64,0.34,6059.0,81.18
WASP-184 b,,,5.1817,14.59409,0.98757,0.0627,0.0012,808.597732,107.912022,1.23,0.07,1.65,0.09,6000.0,100.0
HAT-P-21 b,,,4.12448,12.18003,1.75568,0.054078,0.008722,439.786606,189.819752,1.24,0.6,1.21,0.17,5588.0,80.0
KELT-14 b,,,1.710057,19.125939,0.515731,0.03005,0.00031,2467.612995,249.806368,1.24,0.04,1.52,0.03,5720.0,130.0
Kepler-107 b,,,3.180022,1.503301,0.021946,0.04544,0.00035,1077.370158,50.127929,1.24,0.03,1.45,0.01,5854.0,61.0
Kepler-107 c,,,4.901452,1.558166,0.021946,0.06064,0.00047,604.955183,28.166743,1.24,0.03,1.45,0.01,5854.0,61.0
Kepler-107 d,,,7.95839,0.844921,0.054865,0.08377,0.00065,317.003864,14.761549,1.24,0.03,1.45,0.01,5854.0,61.0
Kepler-107 e,,,14.749143,2.842007,0.032919,0.12639,0.00099,139.256719,6.491461,1.24,0.03,1.45,0.01,5854.0,61.0
Kepler-1169 b,,,6.110091,0.921732,0.054865,0.070277,0.000756,405.441101,45.670122,1.24,0.04,1.23,0.06,6191.0,80.54
Kepler-50 b,,,7.81254,1.678869,0.098757,0.077,0.02,569.619511,179.759052,1.24,0.05,1.58,0.02,6225.0,66.0
Kepler-50 c,,,9.37647,2.128762,0.076811,0.087,0.023,446.198188,145.285237,1.24,0.05,1.58,0.02,6225.0,66.0
Kepler-631 b,,,17.979791,2.842007,0.318217,0.144312,0.00194,111.983455,24.562465,1.24,0.05,1.33,0.14,6185.0,85.62
HAT-P-66 b,,,2.972086,17.44707,1.75568,0.04363,0.00121,2170.820665,373.803125,1.25,0.11,1.88,0.15,6002.0,50.0
Kepler-1219 b,,,16.104677,2.073897,0.54865,0.134455,0.00502,234.132484,122.791214,1.25,0.14,1.94,0.5,5944.0,91.26
Kepler-1421 b,,,6.913111,0.910759,0.197514,0.076511,0.001836,499.816774,206.848703,1.25,0.09,1.42,0.29,6335.0,73.18
Kepler-1483 b,,,9.508516,1.492328,0.647407,0.094627,0.005299,318.018941,278.079053,1.25,0.21,1.4,0.6,6337.0,223.77
Kepler-1569 b,,,5.791802,1.64595,0.713245,0.067996,0.003808,608.943473,539.479088,1.25,0.21,1.4,0.61,6319.0,219.91
Kepler-1597 b,,,2.946542,1.042435,0.460866,0.043333,0.002311,1533.054216,1361.38274,1.25,0.2,1.39,0.61,6377.0,131.93
Kepler-480 b,,,4.919584,2.721304,0.285298,0.060986,0.000813,694.81438,149.709007,1.25,0.05,1.34,0.14,6322.0,71.6
Kepler-65 b,,,2.15491,1.393571,0.032919,0.035,0.002,2175.9202,281.011425,1.25,0.06,1.41,0.03,6211.0,66.0
Kepler-65 c,,,5.859944,2.52379,0.054865,0.068,0.004,576.449447,76.166184,1.25,0.06,1.41,0.03,6211.0,66.0
Kepler-65 d,,,8.13123,1.492328,0.043892,0.084,0.006,377.763924,58.554179,1.25,0.06,1.41,0.03,6211.0,66.0
Kepler-815 b,,,8.575036,4.027091,0.318217,0.088328,0.001178,863.2391,62.429897,1.25,0.19,3.42,0.26,5028.0,52.57
Kepler-930 b,,,71.451778,2.08487,0.899786,0.363036,0.021298,21.57931,19.03692,1.25,0.22,1.4,0.6,6335.0,273.34
WASP-141 b,,,3.310651,13.27733,0.87784,0.0469,0.0007,931.532917,124.813614,1.25,0.06,1.37,0.07,5900.0,120.0
WASP-165 b,,,3.465509,13.82598,2.08487,0.04823,0.00092,1165.676802,273.936664,1.25,0.07,1.75,0.18,5599.0,150.0
HAT-P-45 b,,,3.128992,15.647498,1.920275,0.0452,0.0007,1233.617561,293.500845,1.26,0.06,1.32,0.15,6330.0,100.0
HATS-65 b,,,3.105161,16.470473,0.54865,0.04497,0.00033,1186.861497,61.42686,1.26,0.03,1.31,0.03,6277.0,30.0
Kepler-1154 b,,,5.185614,2.293357,1.042435,0.063333,0.004189,736.040717,692.106719,1.26,0.25,1.43,0.65,6327.0,317.3
Kepler-1154 c,,,8.458083,2.315303,0.932705,0.087756,0.005804,383.359454,360.476871,1.26,0.25,1.43,0.65,6327.0,317.3
Kepler-1383 b,,,13.909358,1.382598,0.614488,0.122264,0.007763,205.76837,188.409905,1.26,0.24,1.44,0.64,6370.0,285.54
Kepler-910 b,,,2.364369,0.801029,0.043892,0.037518,0.000298,2169.467045,143.694516,1.26,0.03,1.5,0.03,6230.0,78.42
CoRoT-11 b,,,2.99433,15.69139,0.32919,0.0436,0.005,1530.05251,375.029563,1.27,0.05,1.37,0.03,6440.0,120.0
HAT-P-50 b,,,3.122011,14.133224,0.702272,0.0453,0.0014,1973.489063,181.000308,1.27,0.12,1.7,0.07,6280.0,49.0
HAT-P-8 b,,,3.07634,15.3622,1.42649,0.044833,0.004825,1632.56394,477.361,1.27,0.41,1.57,0.15,6200.0,80.0
HATS-31 b,,,3.37796,17.99572,2.41406,0.0478,0.0012,1847.326366,395.677357,1.27,0.1,1.87,0.18,6050.0,120.0
HATS-42 b,,,2.292102,15.3622,2.74325,0.03689,0.00065,1955.650878,555.080297,1.27,0.07,1.48,0.2,6060.0,120.0
HATS-45 b,,,4.187624,14.111278,1.020489,0.05511,0.00069,881.07999,103.021308,1.27,0.05,1.31,0.06,6450.0,110.0
K2-225 b,,,15.87209,3.412603,0.252379,0.134,0.001,157.628851,9.460962,1.27,0.04,1.7,0.04,5742.0,49.0
Kepler-1340 b,,,0.665027,1.514274,0.680326,0.016148,0.000848,11191.72135,10224.76925,1.27,0.2,1.42,0.64,6331.0,219.14
Kepler-1640 b,,,7.584413,4.71839,2.425033,0.081819,0.00451,440.176479,404.091769,1.27,0.21,1.43,0.65,6324.0,142.31
HAT-P-46 b,,,4.463129,14.089332,2.973683,0.0577,0.0014,744.054665,314.145634,1.28,0.1,1.4,0.29,6120.0,100.0
HAT-P-9 b,,,3.922811,15.285389,0.735191,0.05287,0.00078,940.980422,135.429978,1.28,0.06,1.34,0.07,6350.0,150.0
KOI-94 b,,,3.743208,1.678869,0.153622,0.05119,0.00067,1160.186025,220.212741,1.28,0.05,1.52,0.14,6182.0,58.0
KOI-94 c,,,10.423648,4.224605,0.406001,0.1013,0.0013,296.264079,56.212666,1.28,0.05,1.52,0.14,6182.0,58.0
KOI-94 d,,,22.342989,11.027865,1.042435,0.1684,0.0022,107.204673,20.347599,1.28,0.05,1.52,0.14,6182.0,58.0
KOI-94 e,,,54.32031,6.419205,0.603515,0.3046,0.004,32.767106,6.219857,1.28,0.05,1.52,0.14,6182.0,58.0
Kepler-1270 b,,,6.033562,3.248008,0.636434,0.07043,0.000183,1346.317005,242.90561,1.28,0.11,3.38,0.41,5047.0,40.17
Kepler-1428 b,,,10.676072,1.602058,0.131676,0.103034,0.000805,229.554695,34.872557,1.28,0.03,1.36,0.1,6184.0,58.83
Kepler-483 b,,,30.229104,3.138278,0.669353,0.206217,0.00537,74.247241,31.772774,1.28,0.1,1.47,0.31,6346.0,79.71
Kepler-514 b,,,5.651796,1.678869,0.274325,0.067427,0.001229,571.192666,185.655412,1.28,0.07,1.44,0.23,6106.0,72.75
Kepler-527 b,,,13.285356,2.776169,1.31676,0.119204,0.006829,221.978258,213.39067,1.28,0.22,1.45,0.69,6388.0,136.67
WASP-63 b,,,4.37808,15.47193,1.53622,0.056872,0.00622,914.320894,281.493367,1.28,0.42,1.86,0.19,5550.0,100.0
WASP-7 b,,,4.954642,14.59409,1.020489,0.0617,0.0011,811.925821,117.720633,1.28,0.07,1.43,0.09,6400.0,100.0
CoRoT-21 b,,,2.72474,14.2649,1.53622,0.0417,0.0011,2911.109765,672.310374,1.29,0.09,1.95,0.21,6200.0,100.0
K2-243 b,,,11.54182,2.128762,0.131676,0.1087,0.0014,274.49011,47.024366,1.29,0.06,1.39,0.03,6570.0,269.0
K2-243 c,,,24.94598,1.964167,0.142649,0.1817,0.0024,98.237191,16.807411,1.29,0.06,1.39,0.03,6570.0,269.0
Kepler-1121 b,,,13.151411,1.86541,0.471839,0.118709,0.003988,243.643436,124.478672,1.29,0.13,1.59,0.4,6231.0,90.24
Kepler-1300 b,,,22.241909,1.338706,0.307244,0.168506,0.006967,143.552622,62.631084,1.29,0.16,1.79,0.41,6130.0,108.91
Kepler-33 b,,,5.66793,1.700815,0.175568,0.0677,0.0014,791.125793,128.526087,1.29,0.12,1.82,0.18,5904.0,47.0
Kepler-33 c,,,13.17562,3.127305,0.296271,0.1189,0.0025,256.483347,41.713834,1.29,0.12,1.82,0.18,5904.0,47.0
Kepler-33 d,,,21.77596,5.234121,0.482812,0.1662,0.0035,131.268597,21.351443,1.29,0.12,1.82,0.18,5904.0,47.0
Kepler-33 e,,,31.7844,3.939307,0.373082,0.2138,0.0045,79.324525,12.902038,1.29,0.12,1.82,0.18,5904.0,47.0
Kepler-33 f,,,41.02902,4.367254,0.406001,0.2535,0.0054,56.424401,9.184823,1.29,0.12,1.82,0.18,5904.0,47.0
Kepler-39 b,,,21.08721,13.60652,1.0973,0.164,0.003,106.747567,17.117817,1.29,0.07,1.4,0.1,6350.0,100.0
Kepler-999 b,,,5.991857,2.293357,0.636434,0.070287,0.002906,751.30255,426.469416,1.29,0.16,1.65,0.46,6237.0,104.45
WASP-114 b,,,1.548774,14.692847,0.702272,0.02851,0.00039,2821.74738,364.414185,1.29,0.05,1.43,0.06,5940.0,140.0
WASP-117 b,,,10.02165,11.63138,0.76811,0.099036,0.007677,181.959344,35.12537,1.29,0.3,1.22,0.06,6040.0,90.0
HATS-26 b,,,3.302388,19.20275,2.30433,0.04735,0.00133,2271.726321,377.615257,1.3,0.11,2.04,0.15,6071.0,81.0
K2-107 b,,,3.313959,15.647498,0.537677,0.0475,0.0006,1765.394531,167.922943,1.3,0.05,1.81,0.06,6061.0,96.0
Kepler-1104 b,,,5.03728,1.20703,0.131676,0.06277,0.000966,770.835549,171.326577,1.3,0.06,1.41,0.15,6417.0,90.52
Kepler-1238 b,,,4.147876,1.887356,0.833948,0.055145,0.003394,1079.265475,984.670943,1.3,0.24,1.48,0.65,6386.0,341.26
Kepler-1515 b,,,214.311416,9.348996,0.757137,0.764978,0.011769,5.500795,0.930976,1.3,0.06,1.41,0.11,6511.0,94.24
Kepler-627 b,,,40.699444,3.654009,1.569139,0.252742,0.013609,53.325326,46.47338,1.3,0.21,1.49,0.64,6424.0,213.39
Kepler-791 b,,,14.553976,2.984656,1.294814,0.127333,0.006856,199.318987,169.0167,1.3,0.21,1.47,0.61,6383.0,218.04
Kepler-853 b,,,7.168925,1.656923,0.471839,0.079418,0.002851,557.968614,320.013228,1.3,0.14,1.55,0.44,6350.0,60.54
WASP-174 b,,,4.2337,14.2649,5.4865,0.0559,0.0009,830.106055,116.985061,1.3,0.06,1.31,0.08,6400.0,100.0
